id_x,company_id,year,operating_activity,investing_activity,financing_activity,net_cash_flow,id_y,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,free_cash_flow,cfo_quality,capex_pct,capex_label,fcf_conversion,cfo_sign,cfi_sign,cff_sign,pattern_label
348,BRITANNIA,Mar 2023,2526.0,-1507.0,-1028.0,-9.0,357,16301,13470,2831.0,17.0,597,169,226,3033,24.0,2316,96.0,75.0,1019.0,High Quality,9.24483160542298,Capital Intensive,35.99434828682445,+,-,-,Reinvestor
349,BRITANNIA,Mar 2024,2573.0,477.0,-2830.0,219.0,358,16769,13603,3167.0,19.0,211,164,300,2913,27.0,2134,89.0,83.0,3050.0,High Quality,2.844534557815016,Asset Light,96.30565203662772,+,+,-,Liquidating Assets
350,CANBK,Mar 2013,8010.0,-435.0,-1043.0,6532.0,360,34070,26198,7217.0,655.0,2,3308,191,3771,22.0,2995,12.0,19.0,7575.0,High Quality,1.2767830936307603,Asset Light,104.96050990716364,+,-,-,Reinvestor
351,CANBK,Mar 2014,14244.0,-380.0,-3771.0,10092.0,361,39570,30606,9636.0,-672.0,-2,4144,230,3242,20.0,2672,10.0,19.0,13864.0,High Quality,0.960323477381855,Asset Light,143.87712743877128,+,-,-,Reinvestor
352,CANBK,Mar 2015,6344.0,-1104.0,-1464.0,3776.0,362,43813,34133,10302.0,-621.0,-1,4733,429,3683,22.0,2931,11.0,17.0,5240.0,High Quality,2.5198000593431176,Asset Light,50.863909920403806,+,-,-,Reinvestor
353,CANBK,Mar 2016,9346.0,-443.0,-806.0,8096.0,363,44039,34263,17785.0,-8008.0,-18,5266,172,-2914,-13.0,-2535,-9.0,0.0,8903.0,Accrual Risk,1.0059265650900338,Asset Light,50.059038515603035,+,-,-,Reinvestor
354,CANBK,Mar 2017,2575.0,-476.0,124.0,2224.0,364,41457,31540,15691.0,-5775.0,-14,7852,331,1746,29.0,1411,5.0,4.0,2099.0,High Quality,1.1481776298333213,Asset Light,13.377095150086035,+,-,+,Mixed
355,CANBK,Mar 2018,-11120.0,-487.0,2865.0,-8743.0,365,41345,29113,25582.0,-13350.0,-32,7398,456,-6408,-36.0,-3873,-11.0,0.0,-11607.0,High Quality,1.1778933365582296,Asset Light,-45.37174575873661,-,-,+,Growth Funded by Debt
356,CANBK,Mar 2019,18237.0,-745.0,-1185.0,16307.0,366,47951,32339,27202.0,-11590.0,-24,9907,429,-2111,-99.0,696,2.0,0.0,17492.0,High Quality,1.5536693708160414,Asset Light,64.30409528711124,+,-,-,Reinvestor
357,CANBK,Mar 2020,-5289.0,-445.0,7792.0,2059.0,367,49759,35817,26809.0,-12867.0,-26,11799,446,-1514,34.0,-1921,-4.0,0.0,-5734.0,High Quality,0.8943105769810487,Asset Light,-21.388339736655603,-,-,+,Growth Funded by Debt
358,CANBK,Mar 2021,59118.0,-1116.0,290.0,58291.0,368,70253,45182,43437.0,-18367.0,-26,23086,838,3882,30.0,2957,4.0,0.0,58002.0,High Quality,1.5885442614550267,Asset Light,133.53132122384142,+,-,+,Mixed
359,CANBK,Mar 2022,919.0,-1429.0,4035.0,3525.0,369,70614,43035,41235.0,-13657.0,-19,23643,841,9145,37.0,6158,7.0,19.0,-510.0,Accrual Risk,2.0236780241878383,Asset Light,-1.2368133866860678,+,-,+,Mixed
360,CANBK,Mar 2023,-39978.0,-1156.0,445.0,-40689.0,370,85885,52990,42772.0,-9877.0,-12,25325,1021,14427,25.0,11345,12.0,19.0,-41134.0,Accrual Risk,1.3459859113931418,Asset Light,-96.17039184513233,-,-,+,Growth Funded by Debt
361,CANBK,Mar 2024,15046.0,-1750.0,-3834.0,9462.0,371,110519,72118,46146.0,-7745.0,-7,28646,902,20000,26.0,15401,17.0,19.0,13296.0,Moderate,1.583438141857961,Asset Light,28.81289819269276,+,-,-,Reinvestor
362,CHOLAFIN,Mar 2013,-3754.0,5.0,4067.0,317.0,373,2570,1410,688.0,472.0,18,1,22,452,32.0,308,4.0,16.0,-3749.0,Accrual Risk,0.19455252918287938,Asset Light,-544.9127906976744,-,+,+,Distress Signal
363,CHOLAFIN,Mar 2014,-2447.0,-83.0,2749.0,219.0,374,3279,1769,932.0,578.0,18,1,25,554,34.0,368,5.0,14.0,-2530.0,Accrual Risk,2.531259530344617,Asset Light,-271.45922746781116,-,-,+,Growth Funded by Debt
364,CHOLAFIN,Mar 2015,-2264.0,-40.0,1819.0,-485.0,375,3715,1958,1061.0,696.0,19,0,30,666,33.0,444,6.0,11.0,-2304.0,Accrual Risk,1.0767160161507403,Asset Light,-217.15362865221488,-,-,+,Growth Funded by Debt
365,CHOLAFIN,Mar 2016,-2809.0,-137.0,3031.0,85.0,376,4214,2048,1266.0,899.0,21,2,22,879,35.0,575,7.0,12.0,-2946.0,Accrual Risk,3.251067869008068,Moderate,-232.70142180094786,-,-,+,Growth Funded by Debt
366,CHOLAFIN,Mar 2017,-1468.0,-222.0,1692.0,2.0,377,4694,2228,1322.0,1143.0,24,3,39,1107,35.0,718,9.0,12.0,-1690.0,Accrual Risk,4.729441840647635,Moderate,-127.83661119515885,-,-,+,Growth Funded by Debt
367,CHOLAFIN,Mar 2018,-7926.0,-60.0,8009.0,22.0,378,5559,2657,1451.0,1451.0,26,0,51,1401,34.0,918,12.0,11.0,-7986.0,Accrual Risk,1.0793308148947653,Asset Light,-550.3790489317712,-,-,+,Growth Funded by Debt
368,CHOLAFIN,Mar 2019,-9317.0,-11.0,12191.0,2862.0,379,7108,3588,1632.0,1888.0,27,1,57,1832,35.0,1197,15.0,8.0,-9328.0,Accrual Risk,0.15475520540236354,Asset Light,-571.5686274509804,-,-,+,Growth Funded by Debt
369,CHOLAFIN,Mar 2020,-2075.0,-54.0,2452.0,323.0,380,8712,4592,2421.0,1699.0,20,0,111,1588,34.0,1054,13.0,13.0,-2129.0,Accrual Risk,0.6198347107438017,Asset Light,-87.938868236266,-,-,+,Growth Funded by Debt
370,CHOLAFIN,Mar 2021,-8848.0,-1746.0,8707.0,-1888.0,381,9583,4576,2913.0,2094.0,22,56,102,2048,26.0,1521,19.0,11.0,-10594.0,Accrual Risk,18.21976416571011,Capital Intensive,-363.68005492619295,-,-,+,Growth Funded by Debt
371,CHOLAFIN,Mar 2022,-5571.0,1640.0,5150.0,1218.0,382,10148,4298,2926.0,2924.0,29,84,101,2908,26.0,2154,26.0,8.0,-3931.0,Accrual Risk,16.160819865983445,Capital Intensive,-134.34723171565278,-,+,+,Distress Signal
372,CHOLAFIN,Mar 2023,-27105.0,-2148.0,27466.0,-1787.0,383,12884,5748,3621.0,3515.0,27,220,121,3615,26.0,2665,32.0,6.0,-29253.0,Accrual Risk,16.671841043154302,Capital Intensive,-807.870753935377,-,-,+,Growth Funded by Debt
373,CHOLAFIN,Mar 2024,-35683.0,-2855.0,38471.0,-66.0,384,19163,9231,5385.0,4548.0,24,255,198,4605,26.0,3420,41.0,5.0,-38538.0,Accrual Risk,14.898502322183374,Capital Intensive,-715.6545961002786,-,-,+,Growth Funded by Debt
374,CIPLA,Mar 2013,1398.0,-2063.0,718.0,53.0,386,8279,34,6065.0,2214.0,27,245,330,2095,26.0,1545,19.0,10.0,-665.0,Moderate,24.918468414059667,Capital Intensive,-10.964550700741963,+,-,+,Mixed
375,CIPLA,Mar 2014,1563.0,-1265.0,-266.0,33.0,387,10173,146,8026.0,2147.0,21,251,373,1880,25.0,1404,17.0,12.0,298.0,High Quality,12.434876634227859,Capital Intensive,3.712932967854473,+,-,-,Reinvestor
376,CIPLA,Mar 2015,1173.0,-950.0,165.0,388.0,388,11345,168,9183.0,2163.0,19,164,505,1654,24.0,1229,15.0,14.0,223.0,Moderate,8.373732921992067,Capital Intensive,2.428400304911249,+,-,+,Mixed
377,CIPLA,Mar 2016,1741.0,-4533.0,3104.0,312.0,389,13790,207,11310.0,2480.0,18,208,754,1727,19.0,1383,17.0,12.0,-2792.0,High Quality,32.871646120377086,Capital Intensive,-24.68611847922193,+,-,+,Mixed
378,CIPLA,Mar 2017,2382.0,-1304.0,-1326.0,-248.0,390,14394,159,11898.0,2496.0,17,208,1323,1222,15.0,1035,13.0,16.0,1078.0,High Quality,9.059330276504099,Capital Intensive,9.060346276685157,+,-,-,Reinvestor
379,CIPLA,Mar 2018,1463.0,-834.0,-385.0,243.0,391,15156,114,12329.0,2826.0,19,280,1323,1669,15.0,1417,18.0,17.0,629.0,High Quality,5.5027711797308,Moderate,5.1017925216968125,+,-,-,Reinvestor
380,CIPLA,Mar 2019,1691.0,-1688.0,-349.0,-345.0,392,16362,168,13265.0,3097.0,19,477,1326,2079,27.0,1492,19.0,16.0,3.0,High Quality,10.316587214276982,Capital Intensive,0.022615906520919715,+,-,-,Reinvestor
381,CIPLA,Mar 2020,3068.0,114.0,-2949.0,234.0,393,17132,197,13926.0,3206.0,19,344,1175,2178,29.0,1500,19.0,21.0,3182.0,High Quality,0.6654214335745973,Asset Light,22.84934654602901,+,+,-,Liquidating Assets
382,CIPLA,Mar 2021,3755.0,-2374.0,-1240.0,141.0,394,19160,161,14907.0,4252.0,22,266,1068,3290,27.0,2389,30.0,17.0,1381.0,High Quality,12.390396659707724,Capital Intensive,9.264104112162071,+,-,-,Reinvestor
383,CIPLA,Mar 2022,3326.0,-1858.0,-1600.0,-132.0,395,21763,106,17211.0,4553.0,21,99,1052,3493,27.0,2547,31.0,16.0,1468.0,High Quality,8.537425906354823,Capital Intensive,8.529428853640114,+,-,-,Reinvestor
384,CIPLA,Mar 2023,3238.0,-2376.0,-958.0,-97.0,396,22753,110,17726.0,5027.0,22,293,1172,4038,30.0,2833,35.0,24.0,862.0,High Quality,10.442579000571353,Capital Intensive,4.862913234796344,+,-,-,Reinvestor
385,CIPLA,Mar 2024,4134.0,-2982.0,-1200.0,-49.0,397,25774,90,19483.0,6291.0,24,552,1051,5702,27.0,4154,51.0,25.0,1152.0,Moderate,11.569799022270505,Capital Intensive,5.912847097469589,+,-,-,Reinvestor
386,COALINDIA,Mar 2013,9109.0,-1833.0,-7852.0,-575.0,399,68303,46,50216.0,18087.0,26,8752,1813,24979,31.0,17356,27.0,51.0,7276.0,Moderate,2.683630294423378,Asset Light,14.489405767086188,+,-,-,Reinvestor
387,COALINDIA,Mar 2014,14525.0,8580.0,-25350.0,-2246.0,400,70608,59,52842.0,17766.0,25,7169,1996,22880,34.0,15112,24.0,121.0,23105.0,Moderate,12.151597552685248,Capital Intensive,43.724688694598996,+,+,-,Liquidating Assets
388,COALINDIA,Mar 2015,14382.0,894.0,-15026.0,250.0,401,74120,9,56777.0,17343.0,23,6570,2320,21584,36.0,13727,22.0,95.0,15276.0,High Quality,1.2061521856449002,Asset Light,26.90526093312433,+,+,-,Liquidating Assets
389,COALINDIA,Mar 2016,13154.0,8154.0,-19587.0,1721.0,402,77861,388,59147.0,18714.0,24,5939,2826,21440,33.0,14267,23.0,121.0,21308.0,Moderate,10.472508701403784,Capital Intensive,36.02549579860348,+,+,-,Liquidating Assets
390,COALINDIA,Mar 2017,16461.0,455.0,-17598.0,-682.0,403,78164,410,65716.0,12448.0,16,5316,2907,14446,36.0,9280,15.0,133.0,16916.0,High Quality,0.5821094109820377,Asset Light,25.741067624322845,+,+,-,Liquidating Assets
391,COALINDIA,Mar 2018,21115.0,-7747.0,-13564.0,-196.0,404,85244,430,75956.0,9288.0,11,4975,3063,10770,35.0,7038,11.0,146.0,13368.0,High Quality,9.088029656046173,Capital Intensive,17.59966296276792,+,-,-,Reinvestor
392,COALINDIA,Mar 2019,16356.0,-7896.0,-10885.0,-2426.0,405,99586,264,74579.0,25007.0,25,5834,3450,27127,36.0,17464,28.0,46.0,8460.0,Moderate,7.928825336894745,Moderate,11.343675833679722,+,-,-,Reinvestor
393,COALINDIA,Mar 2020,4977.0,1033.0,-4791.0,1219.0,406,96080,503,74500.0,21581.0,22,6444,3451,24071,31.0,16700,27.0,44.0,6010.0,Accrual Risk,1.0751457119067445,Asset Light,8.067114093959733,+,+,-,Liquidating Assets
394,COALINDIA,Mar 2021,10592.0,182.0,-8453.0,2321.0,407,90026,642,71398.0,18628.0,21,3742,3718,18009,29.0,12702,21.0,78.0,10774.0,Moderate,0.20216381934107922,Asset Light,15.090058545057284,+,+,-,Liquidating Assets
395,COALINDIA,Mar 2022,41107.0,-25715.0,-13441.0,1951.0,408,109715,541,84995.0,24721.0,23,3866,4429,23616,26.0,17378,28.0,60.0,15392.0,High Quality,23.43799845053092,Capital Intensive,18.109300547091006,+,-,-,Reinvestor
396,COALINDIA,Mar 2023,35734.0,-23465.0,-13704.0,-1436.0,409,138252,684,94020.0,44232.0,32,6560,6833,43275,27.0,31723,52.0,47.0,12269.0,High Quality,16.972629690709716,Capital Intensive,13.049351201871943,+,-,-,Reinvestor
397,COALINDIA,Mar 2024,18103.0,-4486.0,-13899.0,-282.0,410,142324,819,94352.0,47971.0,34,8396,6735,48813,23.0,37369,61.0,42.0,13617.0,Accrual Risk,3.151963126387679,Moderate,14.432126505002543,+,-,-,Reinvestor
398,DABUR,Mar 2013,870.0,-622.0,-234.0,13.0,412,6140,5148,992.0,16.0,100,59,85,948,19.0,766,4.0,34.0,248.0,High Quality,10.13029315960912,Capital Intensive,25.0,+,-,-,Reinvestor
399,DABUR,Mar 2014,1098.0,-104.0,-804.0,190.0,413,7058,5897,1162.0,16.0,126,54,97,1136,19.0,916,5.0,33.0,994.0,High Quality,1.4735052422782657,Asset Light,85.54216867469879,+,-,-,Reinvestor
400,DABUR,Mar 2015,1047.0,-876.0,-417.0,-245.0,414,7795,6475,1320.0,17.0,154,40,115,1319,19.0,1068,6.0,33.0,171.0,Moderate,11.237973059653624,Capital Intensive,12.954545454545455,+,-,-,Reinvestor
401,DABUR,Mar 2016,1187.0,-730.0,-374.0,82.0,415,7780,6261,1518.0,20.0,217,48,133,1554,19.0,1254,7.0,32.0,457.0,Moderate,9.383033419023135,Capital Intensive,30.10540184453228,+,-,-,Reinvestor
402,DABUR,Mar 2017,1227.0,-807.0,-339.0,81.0,416,7614,6102,1512.0,20.0,296,54,143,1611,21.0,1280,7.0,31.0,420.0,Moderate,10.598896769109535,Capital Intensive,27.77777777777778,+,-,-,Reinvestor
403,DABUR,Mar 2018,1092.0,-541.0,-577.0,-27.0,417,7722,6104,1617.0,21.0,291,53,162,1693,20.0,1358,8.0,81.0,551.0,Moderate,7.005957005957006,Moderate,34.07544836116265,+,-,-,Reinvestor
404,DABUR,Mar 2019,1499.0,338.0,-1888.0,-51.0,418,8515,6775,1740.0,20.0,222,60,177,1725,16.0,1446,8.0,34.0,1837.0,High Quality,3.969465648854962,Moderate,105.57471264367817,+,+,-,Liquidating Assets
405,DABUR,Mar 2020,1614.0,-517.0,-1043.0,54.0,419,8685,6892,1792.0,21.0,205,50,220,1728,16.0,1448,8.0,37.0,1097.0,High Quality,5.952792170408751,Moderate,61.21651785714286,+,-,-,Reinvestor
406,DABUR,Mar 2021,2115.0,-1404.0,-613.0,97.0,420,9562,7560,2002.0,21.0,325,31,240,2056,18.0,1695,10.0,50.0,711.0,High Quality,14.683120686048944,Capital Intensive,35.514485514485514,+,-,-,Reinvestor
407,DABUR,Mar 2022,1802.0,-1273.0,-490.0,38.0,421,10889,8637,2252.0,21.0,308,39,253,2269,23.0,1742,10.0,53.0,529.0,High Quality,11.690697033703739,Capital Intensive,23.490230905861456,+,-,-,Reinvestor
408,DABUR,Mar 2023,1488.0,-583.0,-1035.0,-130.0,422,11530,9367,2162.0,19.0,445,78,311,2219,23.0,1701,10.0,54.0,905.0,Moderate,5.056374674761492,Moderate,41.859389454209065,+,-,-,Reinvestor
409,DABUR,Mar 2024,2013.0,-971.0,-1161.0,-119.0,423,12404,10004,2400.0,19.0,482,124,399,2359,23.0,1811,10.0,53.0,1042.0,High Quality,7.828119961302805,Moderate,43.416666666666664,+,-,-,Reinvestor
410,DIVISLAB,Mar 2013,480.0,-255.0,-231.0,-5.0,425,2145,1329,816.0,38.0,45,3,77,781,23.0,602,23.0,33.0,225.0,Moderate,11.888111888111888,Capital Intensive,27.573529411764707,+,-,-,Reinvestor
411,DIVISLAB,Mar 2014,557.0,-305.0,-248.0,3.0,426,2532,1514,1018.0,40.0,68,3,92,991,22.0,773,29.0,34.0,252.0,Moderate,12.045813586097946,Capital Intensive,24.75442043222004,+,-,-,Reinvestor
412,DIVISLAB,Mar 2015,826.0,-521.0,-303.0,3.0,427,3115,1942,1173.0,38.0,38,3,136,1072,21.0,852,32.0,31.0,305.0,Moderate,16.725521669341894,Capital Intensive,26.001705029838025,+,-,-,Reinvestor
413,DIVISLAB,Mar 2016,1038.0,-406.0,-631.0,0.0,428,3776,2354,1423.0,38.0,93,5,118,1393,19.0,1126,42.0,24.0,632.0,Moderate,10.752118644067798,Capital Intensive,44.41321152494729,+,-,-,Reinvestor
414,DIVISLAB,Mar 2017,1150.0,-1140.0,2.0,13.0,429,4064,2615,1450.0,36.0,72,3,123,1395,24.0,1060,40.0,25.0,10.0,High Quality,28.051181102362204,Capital Intensive,0.6896551724137931,+,-,+,Mixed
415,DIVISLAB,Mar 2018,776.0,-478.0,-314.0,-17.0,430,3891,2622,1269.0,33.0,107,2,142,1231,29.0,877,33.0,30.0,298.0,Moderate,12.284759701876125,Capital Intensive,23.483057525610718,+,-,-,Reinvestor
416,DIVISLAB,Mar 2019,954.0,-685.0,-246.0,23.0,431,4946,3072,1874.0,38.0,154,5,169,1855,27.0,1353,51.0,31.0,269.0,Moderate,13.849575414476345,Capital Intensive,14.354322305229456,+,-,-,Reinvestor
417,DIVISLAB,Mar 2020,1216.0,-83.0,-1091.0,41.0,432,5394,3568,1826.0,34.0,186,7,186,1819,24.0,1377,52.0,31.0,1133.0,Moderate,1.538746755654431,Asset Light,62.048192771084345,+,-,-,Reinvestor
418,DIVISLAB,Mar 2021,1947.0,75.0,-35.0,1987.0,433,6969,4102,2867.0,41.0,57,2,256,2666,26.0,1984,75.0,27.0,2022.0,Moderate,1.076194575979337,Asset Light,70.52668294384374,+,+,-,Liquidating Assets
419,DIVISLAB,Mar 2022,1912.0,-2195.0,-532.0,-816.0,434,8960,5075,3885.0,43.0,112,2,312,3684,20.0,2960,112.0,27.0,-283.0,Moderate,24.497767857142858,Capital Intensive,-7.284427284427284,+,-,-,Reinvestor
420,DIVISLAB,Mar 2023,2459.0,-2707.0,-797.0,-1045.0,435,7767,5397,2370.0,31.0,344,2,343,2369,23.0,1824,69.0,44.0,-248.0,High Quality,34.852581434273205,Capital Intensive,-10.464135021097047,+,-,-,Reinvestor
421,DIVISLAB,Mar 2024,1261.0,-269.0,-799.0,193.0,436,7845,5635,2210.0,28.0,335,4,378,2163,26.0,1600,60.0,50.0,992.0,Moderate,3.4289356277884,Moderate,44.8868778280543,+,-,-,Reinvestor
422,DLF,Mar 2013,2009.0,1995.0,-3951.0,52.0,438,7773,5140,2633.0,34.0,1279,2314,796,802,17.0,667,4.0,48.0,4004.0,High Quality,25.6657661134697,Capital Intensive,152.06988226357768,+,+,-,Liquidating Assets
423,DLF,Mar 2014,1468.0,3924.0,-4532.0,860.0,439,8298,5805,2493.0,30.0,1133,2463,663,500,-16.0,590,4.0,55.0,5392.0,High Quality,47.288503253796094,Capital Intensive,216.2855996791015,+,+,-,Liquidating Assets
424,DLF,Mar 2015,2037.0,98.0,-1547.0,588.0,440,7649,4635,3014.0,39.0,503,2304,545,668,24.0,507,3.0,66.0,2135.0,High Quality,1.2812132304876453,Asset Light,70.836098208361,+,+,-,Liquidating Assets
425,DLF,Mar 2016,2957.0,-818.0,-1929.0,210.0,441,9926,5960,3966.0,40.0,506,2680,766,1026,55.0,305,2.0,117.0,2139.0,High Quality,8.240983276244208,Capital Intensive,53.933434190620275,+,-,-,Reinvestor
426,DLF,Mar 2017,-898.0,872.0,787.0,761.0,442,8221,4775,3446.0,42.0,1135,2980,572,1030,22.0,708,4.0,50.0,-26.0,Accrual Risk,10.60698211896363,Capital Intensive,-0.7544979686593152,-,+,+,Distress Signal
427,DLF,Mar 2018,270.0,-2102.0,-232.0,-2064.0,443,6707,4329,2378.0,35.0,9722,2951,534,8615,50.0,4477,25.0,8.0,-1832.0,Accrual Risk,31.34039063664828,Capital Intensive,-77.03952901597981,+,-,-,Reinvestor
428,DLF,Mar 2019,2043.0,3.0,875.0,2921.0,444,8366,6218,2148.0,26.0,784,2062,225,646,43.0,1314,6.0,33.0,2046.0,High Quality,0.03585943103036098,Asset Light,95.25139664804469,+,+,+,Cash Accumulator
429,DLF,Mar 2020,356.0,6508.0,-9522.0,-2658.0,445,6083,4937,1146.0,19.0,1135,1427,200,653,99.0,-590,-2.0,-85.0,6864.0,Accrual Risk,106.98668420187407,Capital Intensive,598.9528795811518,+,+,-,Liquidating Assets
430,DLF,Mar 2021,1460.0,150.0,-2184.0,-573.0,446,5414,3945,1469.0,27.0,383,853,159,840,43.0,1083,4.0,45.0,1610.0,High Quality,2.7705947543405984,Asset Light,109.59836623553439,+,+,-,Liquidating Assets
431,DLF,Mar 2022,2832.0,267.0,-3828.0,-729.0,447,5717,3974,1743.0,30.0,195,625,149,1165,28.0,1500,6.0,49.0,3099.0,High Quality,4.67028161623229,Moderate,177.79690189328744,+,+,-,Liquidating Assets
432,DLF,Mar 2023,2375.0,-461.0,-2013.0,-98.0,448,5695,3969,1726.0,30.0,317,392,149,1502,27.0,2034,8.0,49.0,1914.0,High Quality,8.094820017559263,Capital Intensive,110.89223638470452,+,-,-,Reinvestor
433,DLF,Mar 2024,2539.0,-1529.0,177.0,1186.0,449,6427,4303,2124.0,33.0,531,356,148,2151,24.0,2724,11.0,45.0,1010.0,Moderate,23.79025984129454,Capital Intensive,47.55178907721281,+,-,+,Mixed
434,DMART,Mar 2013,127.0,-231.0,118.0,14.0,451,3341,3126,215.0,6.0,15,43,46,141,34.0,94,2.0,0.0,-104.0,High Quality,6.914097575576175,Moderate,-48.372093023255815,+,-,+,Mixed
435,DMART,Mar 2014,198.0,-270.0,65.0,-7.0,452,4686,4345,341.0,7.0,16,56,57,245,34.0,161,3.0,0.0,-72.0,High Quality,5.761843790012804,Moderate,-21.114369501466275,+,-,+,Mixed
436,DMART,Mar 2015,222.0,-474.0,234.0,-17.0,453,6439,5983,456.0,7.0,20,72,82,323,34.0,212,4.0,0.0,-252.0,High Quality,7.361391520422426,Moderate,-55.26315789473685,+,-,+,Mixed
437,DMART,Mar 2016,433.0,-633.0,196.0,-3.0,454,8584,7919,664.0,8.0,17,91,98,492,35.0,320,6.0,0.0,-200.0,High Quality,7.374184529356944,Moderate,-30.120481927710845,+,-,+,Mixed
438,DMART,Mar 2017,455.0,-2482.0,2025.0,-1.0,455,11898,10929,969.0,8.0,28,122,128,747,36.0,479,8.0,0.0,-2027.0,Moderate,20.860648848545974,Capital Intensive,-209.18472652218782,+,-,+,Mixed
439,DMART,Mar 2018,730.0,464.0,-1159.0,34.0,456,15033,13680,1353.0,9.0,88,60,159,1222,34.0,806,13.0,0.0,1194.0,Moderate,3.086542938867824,Moderate,88.24833702882484,+,+,-,Liquidating Assets
440,DMART,Mar 2019,807.0,-958.0,209.0,57.0,457,20005,18371,1633.0,8.0,48,47,212,1422,37.0,902,14.0,0.0,-151.0,Moderate,4.788802799300175,Moderate,-9.246785058175137,+,-,+,Mixed
441,DMART,Mar 2020,1280.0,-4657.0,3357.0,-19.0,458,24870,22742,2128.0,9.0,60,69,374,1745,25.0,1301,20.0,0.0,-3377.0,Moderate,18.725371934057097,Capital Intensive,-158.6936090225564,+,-,+,Mixed
442,DMART,Mar 2021,1375.0,-1110.0,-180.0,86.0,459,24143,22398,1745.0,7.0,194,42,414,1483,26.0,1099,17.0,0.0,265.0,High Quality,4.59760593132585,Moderate,15.18624641833811,+,-,-,Reinvestor
443,DMART,Mar 2022,1372.0,-1289.0,-179.0,-96.0,460,30976,28474,2502.0,8.0,114,54,498,2064,28.0,1492,23.0,0.0,83.0,Moderate,4.161286157024794,Moderate,3.317346123101519,+,-,-,Reinvestor
444,DMART,Mar 2023,2630.0,-2313.0,-205.0,112.0,461,42840,39201,3639.0,8.0,128,67,639,3060,22.0,2378,37.0,0.0,317.0,High Quality,5.399159663865547,Moderate,8.711184391316296,+,-,-,Reinvestor
445,DMART,Mar 2024,2746.0,-2468.0,-148.0,130.0,462,50789,46683,4106.0,8.0,145,58,731,3461,27.0,2536,39.0,0.0,278.0,High Quality,4.8593199314812265,Moderate,6.770579639551875,+,-,-,Reinvestor
446,DRREDDY,Mar 2013,1378.0,-1437.0,-157.0,-216.0,464,11833,9164,2669.0,23.0,146,100,550,2165,29.0,1527,18.0,17.0,-59.0,Moderate,12.144004056452294,Capital Intensive,-2.210565754964406,+,-,-,Reinvestor
447,DRREDDY,Mar 2014,1970.0,-1604.0,-24.0,342.0,465,13415,10164,3251.0,24.0,170,127,648,2646,26.0,1963,23.0,16.0,366.0,High Quality,11.956764815505032,Capital Intensive,11.258074438634265,+,-,-,Reinvestor
448,DRREDDY,Mar 2015,2524.0,-2370.0,-433.0,-280.0,466,15023,11515,3508.0,23.0,260,108,760,2900,19.0,2336,27.0,15.0,154.0,High Quality,15.775810424016509,Capital Intensive,4.389965792474344,+,-,-,Reinvestor
449,DRREDDY,Mar 2016,3263.0,-1610.0,-1700.0,-47.0,467,15568,11983,3585.0,23.0,295,83,939,2859,26.0,2131,25.0,16.0,1653.0,High Quality,10.341726618705035,Capital Intensive,46.10878661087866,+,-,-,Reinvestor
450,DRREDDY,Mar 2017,2144.0,-1890.0,-369.0,-114.0,468,14196,11724,2472.0,17.0,172,79,1027,1554,19.0,1292,16.0,26.0,254.0,High Quality,13.313609467455622,Capital Intensive,10.275080906148867,+,-,-,Reinvestor
451,DRREDDY,Mar 2018,1803.0,-1483.0,-444.0,-124.0,469,14281,11930,2351.0,16.0,155,79,1077,1350,32.0,947,11.0,35.0,320.0,High Quality,10.384426860864085,Capital Intensive,13.611229264142919,+,-,-,Reinvestor
452,DRREDDY,Mar 2019,2870.0,-769.0,-2133.0,-31.0,470,15448,12270,3178.0,21.0,381,89,1135,2336,17.0,1950,23.0,17.0,2101.0,High Quality,4.9779906784049714,Moderate,66.11076148521082,+,-,-,Reinvestor
453,DRREDDY,Mar 2020,2984.0,-495.0,-2516.0,-27.0,471,17517,15040,2477.0,14.0,670,98,1163,1886,-7.0,2026,24.0,21.0,2489.0,High Quality,2.825826340126734,Asset Light,100.48445700444087,+,-,-,Reinvestor
454,DRREDDY,Mar 2021,3570.0,-2255.0,-30.0,1286.0,472,19048,15173,3874.0,20.0,335,97,1229,2884,32.0,1952,23.0,21.0,1315.0,High Quality,11.838513229735405,Capital Intensive,33.9442436757873,+,-,-,Reinvestor
455,DRREDDY,Mar 2022,2811.0,-2565.0,-242.0,3.0,473,21545,17778,3768.0,17.0,555,96,1165,3061,29.0,2182,26.0,23.0,246.0,High Quality,11.90531445811093,Capital Intensive,6.528662420382165,+,-,-,Reinvestor
456,DRREDDY,Mar 2023,5888.0,-4109.0,-2686.0,-907.0,474,24670,18200,6470.0,26.0,971,143,1250,6048,25.0,4507,54.0,15.0,1779.0,High Quality,16.65585731657884,Capital Intensive,27.496136012364758,+,-,-,Reinvestor
457,DRREDDY,Mar 2024,4543.0,-4034.0,-376.0,133.0,475,28011,20078,7933.0,28.0,909,171,1470,7201,23.0,5578,67.0,12.0,509.0,Moderate,14.401485130841454,Capital Intensive,6.416235976301525,+,-,-,Reinvestor
458,EICHERMOT,Dec 2012,496.0,-773.0,-111.0,-388.0,477,6390,5840,550.0,9.0,136,4,82,600,21.0,475,12.0,17.0,-277.0,High Quality,12.097026604068857,Capital Intensive,-50.36363636363637,+,-,-,Reinvestor
